ques_id,question,true_ans,fwd_final_ans,fwd_final_ans_exp,bck_final_ans,bck_final_ans_exp,bck_final_question,original_response,same_question,final_accuracy,effective_year,num_hops,fact_type,premise
352,When did Naughty Dog release its first game on the PS1?,1996,Naughty Dog released its first game on the PS1 in 1996.,"Naughty Dog released its first game on the PS1 in 1996, which was Crash Bandicoot. This game was designed to utilize the 3D capabilities of the new system.",The conclusion is plausible as Naughty Dog did release its first game on the PS1 in 1996.,"Naughty Dog's release of Crash Bandicoot for the PlayStation in 1996 aligns with the information provided in the answer box. Additionally, general knowledge confirms that Crash Bandicoot was indeed one of Naughty Dog's early successful games.",What game did Naughty Dog release for the PlayStation in 1996?,"{'Explanation:': 'Naughty Dog released its first game on the PS1 in 1996, which was Crash Bandicoot. This game was designed to utilize the 3D capabilities of the new system.', 'Answer:': 'Naughty Dog released its first game on the PS1 in 1996.', 'Source:': ""Naughty Dog's first game on the PS1 was Crash Bandicoot, released in 1996. (https://en.wikipedia.org/wiki/Naughty_Dog)"", 'Premise of the Question:': 'Valid'}",0.747558951,Correct,before 2022,multi-hop,never-changing,FALSE
353,The town that Sigmund Freud was born in is currently called by what name?,Příbor,Příbor,"Sigmund Freud was born in Freiberg, Moravia, which is currently called Příbor in the Czech Republic.","The conclusion that Sigmund Freud was born in Freiberg, Moravia, which is currently called Příbor in the Czech Republic, is highly plausible.","The conclusion is highly plausible because multiple sources confirm that Sigmund Freud was indeed born in Freiberg, Moravia, which is now known as Příbor in the Czech Republic. This information aligns with our broader understanding of Freud's background and is consistent with historical records.",Where was Sigmund Freud born?,"{'Explanation:': 'Sigmund Freud was born in Freiberg, Moravia, which is currently called Příbor in the Czech Republic.', 'Answer:': 'Příbor', 'Source:': 'Freud Museum London - https://www.freud.org.uk/about/sigmund-freud/', 'Premise of the Question:': 'Valid'}",0.804087937,Correct,before 2022,multi-hop,never-changing,FALSE
354,Along what tectonic plate boundary were yeti crabs first discovered?,Pacific-Antarctic Ridge,"Yeti crabs were first discovered along the Pacific-Antarctic ridge, south of Easter Island, where hydrothermal vents are located.",,"The conclusion is plausible as the Yeti crabs were indeed first discovered along the Pacific-Antarctic ridge, south of Easter Island, where hydrothermal vents are located.","The conclusion is plausible because the observation clearly states that the Yeti crab was first observed by marine biologists using the research submarine Alvin to explore hydrothermal vents along the Pacific-Antarctic ridge, south of Easter Island. This aligns with the conclusion that the Yeti crabs were first discovered in this location.",Where were the Yeti crabs first observed by marine biologists?,"{'Explanation:': '', 'Answer:': 'Yeti crabs were first discovered along the Pacific-Antarctic ridge, south of Easter Island, where hydrothermal vents are located.'}",0.695067167,Correct,before 2022,multi-hop,never-changing,FALSE
355,Which province borders Shanghai to the north?,Jiangsu,Shanghai is bordered by Jiangsu province to the north.,,The conclusion that Shanghai is bordered by Jiangsu province to the north is plausible based on the evidence provided.,The conclusion is supported by multiple sources which consistently state that Shanghai is bordered by Jiangsu province to the north. This aligns with our general knowledge of the geography of China.,What province borders Shanghai to the north?,"{'Explanation:': '', 'Premise of the Question:': 'Valid', 'Answer:': 'Shanghai is bordered by Jiangsu province to the north.'}",0.993580103,Correct,before 2022,multi-hop,never-changing,FALSE
356,Where was the primary designer of AlexNet born?,Ukraine,Alex Krizhevsky was born in Ukraine.,"The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine and later became a Canadian computer scientist.",The conclusion that Alex Krizhevsky was born in Ukraine is plausible based on the evidence provided.,The conclusion is plausible because the snippet mentions that Alex Krizhevsky is a Ukrainian-born Canadian computer scientist. This aligns with the general knowledge that individuals are often associated with their place of birth.,"What is the nationality of Alex Krizhevsky, the computer scientist known for his work on artificial neural networks and deep learning?","{'Explanation:': 'The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine and later became a Canadian computer scientist.', 'Answer:': 'Alex Krizhevsky was born in Ukraine.', 'Source:': 'Alex Krizhevsky - Wikipedia (https://en.wikipedia.org/wiki/Alex_Krizhevsky)', 'Premise of the Question:': 'Valid'}",0.538876832,Correct,before 2022,multi-hop,never-changing,FALSE
357,What is the main character's name in the last novel Jane Austen published while alive?,Emma,Charlotte Heywood,"The main character's name in the last novel Jane Austen published while alive is Charlotte Heywood, and the novel is ""Sanditon.""","The main character's name in the last novel Jane Austen published while alive is Charlotte Heywood, and the novel is ""Sanditon.""","The conclusion is highly plausible based on the information provided in the observation. The snippet from the answer box clearly states that the story is about Charlotte Heywood visiting a seaside town called Sanditon. Additionally, the related questions also support the idea that ""Sanditon"" is the last novel Jane Austen wrote.",What is the name of the main character in Jane Austen's last published novel?,"{'Explanation:': 'The main character\'s name in the last novel Jane Austen published while alive is Charlotte Heywood, and the novel is ""Sanditon.""', 'Answer:': 'Charlotte Heywood', 'Source:': ""Sanditon: Jane Austen's Last Novel Completed - Goodreads (https://www.goodreads.com/book/show/135365.Sanditon)"", 'Premise of the Question:': 'Valid'}",0.964259028,Incorrect,before 2022,multi-hop,never-changing,FALSE
358,After which country did Marie Curie name the first element that she discovered?,Poland,Poland,"Marie Curie named the first element that she discovered after her home country, Poland. In 1898, the Curies discovered two new radioactive elements: radium (named after the Latin word for ray) and polonium (named after Marie's home country, Poland).","The conclusion is plausible as Marie Curie named the first element she discovered, polonium, after her home country, Poland.","Marie Curie's decision to name the first element she discovered, polonium, after her home country, Poland, aligns with the historical fact that she had a strong connection to her Polish heritage. Additionally, the naming of the second element, radium, after the Latin word for ray, further supports the credibility of the conclusion.",How did Marie Curie choose the names for the two new radioactive elements she discovered in 1898?,"{'Explanation:': ""Marie Curie named the first element that she discovered after her home country, Poland. In 1898, the Curies discovered two new radioactive elements: radium (named after the Latin word for ray) and polonium (named after Marie's home country, Poland)."", 'Answer:': 'Poland', 'Source:': 'Marie Curie – Questions and answers - NobelPrize.org (https://www.nobelprize.org/prizes/chemistry/1911/marie-curie/questions-and-answers/)', 'Premise of the Question:': 'Valid'}",0.632972479,Correct,before 2022,multi-hop,never-changing,FALSE
359,When was the bass player of Miles Davis's first quintet born?,1935,"The bass player of Miles Davis's first quintet was Paul Chambers, who was born on April 22, 1935.",,The bass player of Miles Davis's first quintet was Paul Chambers.,"The conclusion that Paul Chambers was the bass player in Miles Davis's first quintet is highly plausible based on the information provided in the observation. The related questions and organic results consistently point to Paul Chambers as the bass player in Miles Davis's early quintet, and this aligns with the broader understanding of jazz history.",Who was the bass player in Miles Davis's first quintet?,"{'Explanation:': '', 'Answer:': ""The bass player of Miles Davis's first quintet was Paul Chambers, who was born on April 22, 1935.""}",0.971079469,Correct,before 2022,multi-hop,never-changing,FALSE
360,What organization handles the equivalent of the Nobel prize for computer science?,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),"The organization that handles the equivalent of the Nobel prize for computer science is the Association for Computing Machinery (ACM), which awards the Turing Award annually.",The conclusion is plausible as the Association for Computing Machinery (ACM) is indeed the organization responsible for awarding the Turing Award.,"The conclusion is plausible because the Association for Computing Machinery (ACM) is the professional computing society that presents the Turing Award, as mentioned in the provided information. This aligns with the broader understanding of the role of ACM in the field of computer science.",What organization is responsible for presenting the Turing Award in the field of computer science?,"{'Explanation:': 'The organization that handles the equivalent of the Nobel prize for computer science is the Association for Computing Machinery (ACM), which awards the Turing Award annually.', 'Answer:': 'Association for Computing Machinery (ACM)', 'Source:': 'Turing Award | Definition, Winners, Prize Money, & Facts - Encyclopaedia Britannica (https://www.britannica.com/topic/Turing-Award)', 'Premise of the Question:': 'Valid'}",0.797771573,Correct,before 2022,multi-hop,never-changing,FALSE
361,Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,Ariana Grande,Ariana Grande,"The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Ariana Grande, with her Sweetener World Tour grossing $146 million in 2019.",The conclusion is plausible as Ariana Grande was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.,"Ariana Grande's Sweetener World Tour grossed $146 million in 2019, making her the highest-paid female musician on the 2020 Celebrity 100 list, as reported by Forbes.",Who was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,"{'Explanation:': ""The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Ariana Grande, with her Sweetener World Tour grossing $146 million in 2019."", 'Answer:': 'Ariana Grande', 'Source:': 'Forbes (https://www.forbes.com)', 'Premise of the Question:': 'Valid'}",0.998303652,Correct,before 2022,multi-hop,never-changing,FALSE
362,How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,5,The specific number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020 is not provided in the given information.,"The Forbes Celebrity 100 list focuses on the world's highest-paid entertainers, which includes a variety of celebrities such as actors, musicians, and athletes. Therefore, to determine the number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020, we need to refer to the specific list for that year.",The specific number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020 is not provided in the given information.,"The information provided in the observation does not specify the number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020. Therefore, it is not possible to determine the exact number based on the given data.",How many athletes were included in the top 10 of the Forbes Celebrity 100 list in 2020?,"{'Explanation:': ""The Forbes Celebrity 100 list focuses on the world's highest-paid entertainers, which includes a variety of celebrities such as actors, musicians, and athletes. Therefore, to determine the number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020, we need to refer to the specific list for that year."", 'Answer:': 'The specific number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020 is not provided in the given information.', 'Source:': 'LLM (if the source is your knowledge and the external sources are not helpful.)', 'Premise of the Question:': 'Invalid. The question assumes that the number of athletes in the top 10 of the Forbes Celebrity 100 list in 2020 is readily available, but the provided information does not specify this.'}",0.995603561,Incorrect,before 2022,multi-hop,never-changing,FALSE
363,Has Virginia Woolf's novel about the Ramsay family entered the public domain in the United States?,Yes,"Yes, Virginia Woolf's novel ""To the Lighthouse"" has entered the public domain in the United States.","Virginia Woolf's novel ""To the Lighthouse"" was published in 1927, which means it entered the public domain in the United States in 2023, 95 years after its initial publication.","Yes, Virginia Woolf's novel ""To the Lighthouse"" has entered the public domain in the United States.","Based on the information provided, ""To the Lighthouse"" was published before 1923, and the author, Virginia Woolf, passed away in 1941. This aligns with the criteria for a work to enter the public domain in the United States, making the conclusion plausible.",What are the criteria for a work to enter the public domain in the United States?,"{'Explanation:': 'Virginia Woolf\'s novel ""To the Lighthouse"" was published in 1927, which means it entered the public domain in the United States in 2023, 95 years after its initial publication.', 'Answer:': 'Yes, Virginia Woolf\'s novel ""To the Lighthouse"" has entered the public domain in the United States.', 'Source:': 'To the Lighthouse - Wikipedia (https://en.wikipedia.org/wiki/To_the_Lighthouse)', 'Premise of the Question:': 'Valid'}",0.732380986,Correct,2023,multi-hop,never-changing,FALSE
364,How old was Roger Federer when he retired from tennis?,41,Roger Federer was 41 years old when he retired from tennis.,Roger Federer retired from tennis at the age of 41 after a superlative career that spanned nearly a quarter-century.,The conclusion that Roger Federer was 41 years old when he retired from tennis is highly plausible.,The conclusion is highly plausible because the provided evidence clearly states that Federer retired at the age of 41 after a superlative career spanning nearly a quarter-century. This aligns with the general understanding of his retirement age.,What age was Roger Federer when he retired from tennis?,"{'Explanation:': 'Roger Federer retired from tennis at the age of 41 after a superlative career that spanned nearly a quarter-century.', 'Answer:': 'Roger Federer was 41 years old when he retired from tennis.', 'Source:': 'ESPN (https://www.espn.com/tennis/story/_/id/33607389/roger-federer-loses-dominic-thiem-3-sets-retires-tennis-age-41)', 'Premise of the Question:': 'Valid'}",0.963209867,Correct,2022,multi-hop,never-changing,FALSE
365,What is the name of the 2022 Atlantic hurricane season's first major hurricane?,Hurricane Fiona,Fiona,"The first major hurricane of the 2022 Atlantic hurricane season was Fiona, which passed by the Turks and Caicos Islands on September 20, 2022.","The first major hurricane of the 2022 Atlantic hurricane season was Fiona, which passed by the Turks and Caicos Islands on September 20, 2022.","The conclusion is plausible based on the information provided in the observation. Fiona is identified as the first major hurricane of the 2022 Atlantic hurricane season, passing by the Turks and Caicos Islands on September 20, 2022. This aligns with the details presented in the observation.",What was the first major hurricane of the 2022 Atlantic hurricane season and when did it pass by the Turks and Caicos Islands?,"{'Explanation:': 'The first major hurricane of the 2022 Atlantic hurricane season was Fiona, which passed by the Turks and Caicos Islands on September 20, 2022.', 'Answer:': 'Fiona', 'Source:': '2022 Atlantic hurricane season - Wikipedia (https://en.wikipedia.org/wiki/2022_Atlantic_hurricane_season)', 'Premise of the Question:': 'Valid'}",0.950363815,Correct,2022,multi-hop,never-changing,FALSE
366,In what city did the first successful heart transplant from a pig to a human patient take place?,Baltimore,"Baltimore, Maryland, USA","The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland, USA.","The conclusion is plausible as the first successful heart transplant from a pig to a human did indeed take place in Baltimore, Maryland, USA.","The conclusion is plausible because the observation provides specific details about the transplant taking place in Baltimore, Maryland, USA, and the snippet mentions the University of Maryland Medical Center. This aligns with the related question that also confirms the location of the transplant. Additionally, the information is consistent with the general knowledge that medical advancements often occur in major cities with renowned medical institutions.",Where did the first successful heart transplant from a pig to a human take place?,"{'Explanation:': 'The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland, USA.', 'Answer:': 'Baltimore, Maryland, USA', 'Source:': 'University of Maryland Medical Center announcement and related questions snippet', 'Premise of the Question:': 'Valid'}",0.950019896,Correct,2022,multi-hop,never-changing,FALSE
367,Which football player has a personal logo with the same initials as those in King Charles III’s Royal cypher?,Cristiano Ronaldo,Cristiano Ronaldo,"The football player with a personal logo that has the same initials as those in King Charles III’s Royal cypher is Cristiano Ronaldo, whose initials are ""CR"" just like the initials ""C"" and ""R"" in the Royal cypher.",The conclusion is plausible as Cristiano Ronaldo has a personal logo with the same initials as those in King Charles III’s Royal cypher.,"Cristiano Ronaldo's personal logo features the initials ""CR,"" which align with the initials ""C"" and ""R"" in King Charles III’s Royal cypher. This similarity supports the conclusion that Cristiano Ronaldo is the football player with a personal logo that shares initials with the Royal cypher.","What is the significance of the initials ""CR"" in relation to both Cristiano Ronaldo and King Charles III’s Royal cypher?","{'Explanation:': 'The football player with a personal logo that has the same initials as those in King Charles III’s Royal cypher is Cristiano Ronaldo, whose initials are ""CR"" just like the initials ""C"" and ""R"" in the Royal cypher.', 'Answer:': 'Cristiano Ronaldo', 'Source:': ""{'QueryID': '367', 'answer_box': [{'name': 'Cristiano Ronaldo', 'snippet': 'Check out the best logos of all time.) Yep, it turns out the new cypher, which will appear on state documents and post boxes, resembles a design made for one Cristiano Ronaldo. As in the world-famous footballer, whose various pieces of merchandise include underwear and perfume.'}]"", 'Premise of the Question:': 'Valid'}",0.687424898,Correct,2022,multi-hop,never-changing,FALSE
368,How old was Queen Elizabeth II when she died?,96 years old,Queen Elizabeth II was 96 years old when she died.,"Queen Elizabeth II died at the age of 96, on September 8, 2022, at Balmoral Castle in Scotland.",The conclusion that Queen Elizabeth II was 96 years old when she died is highly plausible.,The conclusion is highly plausible based on the provided information that Queen Elizabeth II died at the age of 96 at Balmoral Castle in Scotland. This aligns with the general understanding of her age at the time of her passing.,How old was Queen Elizabeth II when she died?,"{'Explanation:': 'Queen Elizabeth II died at the age of 96, on September 8, 2022, at Balmoral Castle in Scotland.', 'Answer:': 'Queen Elizabeth II was 96 years old when she died.', 'Source:': '{\'QueryID\': \'368\', \'answer_box\': [{\'name\': \'Elizabeth II/Age at death\', \'snippet\': ""Elizabeth II, Queen of the United Kingdom and the other Commonwealth realms, died on 8 September 2022 at Balmoral Castle in Scotland, at the age of 96. Elizabeth\'s reign was the longest of any British monarch. She was succeeded by her eldest son, Charles III.""}]}', 'Premise of the Question:': ""Valid. The information provided in the question aligns with the official records of Queen Elizabeth II's age at the time of her death.""}",1,Correct,2022,multi-hop,never-changing,FALSE
369,What killed the King of Soccer?,"multiple organ failure, a complication of colon cancer","Pelé died due to his battle with cancer, specifically colon cancer.","The King of Soccer, Pelé, died due to his battle with cancer. He had been undergoing treatment for colon cancer since 2021, and his health deteriorated as a result of this illness.",The conclusion that Pelé died due to his battle with colon cancer is plausible based on the evidence provided.,"The conclusion is plausible because the evidence states that Pelé was engaged in a battle with cancer, specifically colon cancer, and the announcement of his death came as a blow to many people around the world. This aligns with the information that Pelé had been undergoing treatment for colon cancer since 2021.",What type of cancer was Pelé battling before his death?,"{'Explanation:': 'The King of Soccer, Pelé, died due to his battle with cancer. He had been undergoing treatment for colon cancer since 2021, and his health deteriorated as a result of this illness.', 'Answer:': 'Pelé died due to his battle with cancer, specifically colon cancer.', 'Source:': 'https://www.reuters.com/business/healthcare-pharmaceuticals/brazils-soccer-legend-pele-undergoes-surgery-remove-colonic-tumor-2021-09-06/', 'Premise of the Question:': 'Valid'}",0.497799188,Correct,2022,multi-hop,never-changing,FALSE
370,How many years did it take for the population of the world to reach 8 billion from 7 billion?,11 years,12.5 years,The population of the world reached 8 billion from 7 billion in 12.5 years.,The conclusion is plausible as the world population did reach 8 billion from 7 billion in approximately 12.5 years.,The conclusion that the world population reached 8 billion from 7 billion in 12.5 years is plausible based on the evidence provided. This aligns with the rapid population growth and projections for future growth.,How long did it take for the world population to reach 8 billion from 7 billion?,"{'Explanation:': 'The population of the world reached 8 billion from 7 billion in 12.5 years.', 'Answer:': '12.5 years', 'Source:': 'World Population Balance (https://www.worldpopulationbalance.org/3_times_7_billion)', 'Premise of the Question:': 'Valid'}",0.982640862,Incorrect,2022,multi-hop,never-changing,FALSE
371,In what city did the first rail line entirely run by hydrogen-powered trains debut?,Bremervörde,"Bremervörde, Germany","The first rail line entirely run by hydrogen-powered trains debuted in Bremervörde, Germany, in 2022.","The conclusion is plausible as the world's first hydrogen-powered train station for passenger trains is indeed located in Bremervörde, Germany.","The conclusion is plausible because the observation provides specific details about the world's first hydrogen filling station for passenger trains being in operation in Bremervörde, Germany, and the introduction of 14 hydrogen-powered regional trains in the same location. This aligns with the broader understanding of the development of hydrogen-powered trains in various countries.",Where is the world's first hydrogen filling station for passenger trains located?,"{'Explanation:': 'The first rail line entirely run by hydrogen-powered trains debuted in Bremervörde, Germany, in 2022.', 'Answer:': 'Bremervörde, Germany', 'Source:': 'https://www.railway-technology.com/features/hydrogen-trains-germany/', 'Premise of the Question:': 'Valid'}",0.877504647,Correct,2022,multi-hop,never-changing,FALSE
372,Did Emeritus Benedict XVI and Queen Elizabeth II die in the same year?,Yes,"No, Emeritus Benedict XVI and Queen Elizabeth II did not die in the same year.","Based on the information available, Emeritus Benedict XVI died in 2022, while Queen Elizabeth II is still alive as of the time of this response.","No, Emeritus Benedict XVI and Queen Elizabeth II did not die in the same year.","The conclusion that Emeritus Benedict XVI and Queen Elizabeth II died in the same year is not plausible. The information provided in the observation indicates that Pope Benedict XVI died in 2022, but there is no mention of Queen Elizabeth II's death in the same year. Additionally, based on general knowledge, Queen Elizabeth II was alive in 2022. Therefore, the conclusion is not logically consistent with the available evidence and broader understanding of reality.",Did Queen Elizabeth II die in the same year as Emeritus Benedict XVI?,"{'Explanation:': 'Based on the information available, Emeritus Benedict XVI died in 2022, while Queen Elizabeth II is still alive as of the time of this response.', 'Answer:': 'No, Emeritus Benedict XVI and Queen Elizabeth II did not die in the same year.', 'Source:': 'Britannica (https://www.britannica.com/biography/Benedict-XVI)', 'Premise of the Question:': 'Invalid. The premise of the question is invalid as it states that both Emeritus Benedict XVI and Queen Elizabeth II died in the same year, which is not accurate.'}",0.968589962,Incorrect,2022,multi-hop,never-changing,FALSE
373,Who is the latest winner of the Formula 1 world championship?,Max Verstappen,Max Verstappen,"Based on the information provided, Max Verstappen is the latest winner of the Formula 1 world championship, having won the championship in 2022.","Max Verstappen is the latest winner of the Formula 1 world championship, having won the championship in 2022.","Max Verstappen's victory in the 2022 Formula 1 World Championship is supported by the information provided in the organic results, which states that he won his second consecutive World Drivers' Championship. This aligns with the broader understanding of the F1 world championship and the recent achievements of Max Verstappen in the sport.",Who won the 2022 Formula 1 World Championship?,"{'Explanation:': 'Based on the information provided, Max Verstappen is the latest winner of the Formula 1 world championship, having won the championship in 2022.', 'Answer:': 'Max Verstappen', 'Source:': 'Organic result - 2022 Formula One World Championship', 'Premise of the Question:': 'Valid'}",0.897094727,Correct,before 2022,one-hop,fast-changing,FALSE
374,What was the most-viewed music video in the first 24 hours on YouTube?,BTS (방탄소년단) 'Butter' Official MV,"""Dynamite"" by BTS","The most-viewed music video in the first 24 hours on YouTube is ""Dynamite"" by BTS, which attracted 101.1 million views in 24 hours.","The conclusion is plausible as ""Dynamite"" by BTS holds the record for the most-viewed music video in the first 24 hours on YouTube.","The conclusion is plausible because ""Dynamite"" by BTS did attract 101.1 million views in 24 hours, as stated in the related question snippet. This aligns with the general knowledge that BTS has a massive global fanbase and their music videos often generate high viewership.",What music video holds the record for the most views in the first 24 hours on YouTube?,"{'Explanation:': 'The most-viewed music video in the first 24 hours on YouTube is ""Dynamite"" by BTS, which attracted 101.1 million views in 24 hours.', 'Answer:': '""Dynamite"" by BTS', 'Source:': 'Billboard (https://www.billboard.com/articles/business/chart-beat/9439529/bts-dynamite-101-million-views-youtube-record)', 'Premise of the Question:': 'Valid'}",0.954098403,Incorrect,before 2022,one-hop,fast-changing,FALSE
375,How many countries have recognized same-sex marriage?,36 countries,36 countries have recognized same-sex marriage.,"According to the information provided, same-sex marriage is legally performed and recognized in 36 countries.",The conclusion that 36 countries have recognized same-sex marriage is plausible based on the evidence provided.,The conclusion is plausible because the evidence states that same-sex marriage is legally performed and recognized in 36 countries. This aligns with our general knowledge that many countries have legalized same-sex marriage in recent years.,How many countries have legally recognized same-sex marriage?,"{'Explanation:': 'According to the information provided, same-sex marriage is legally performed and recognized in 36 countries.', 'Answer:': '36 countries have recognized same-sex marriage.', 'Source:': 'Same-sex marriage - Wikipedia (https://en.wikipedia.org/wiki/Same-sex_marriage)', 'Premise of the Question:': 'Valid'}",0.97665447,Correct,2024,one-hop,fast-changing,FALSE
376,How many exoplanets have been discovered?,"5,595 confirmed exoplanets","As of March 7, 2024, there are 5,595 confirmed exoplanets.","According to the information from Wikipedia, as of March 7, 2024, there are 5,595 confirmed exoplanets in 4,155 planetary systems. This number may have changed since then, but it provides a recent count.",The conclusion is plausible based on the information provided.,"The conclusion that there are 5,595 confirmed exoplanets as of March 7, 2024, is plausible because it aligns with the snippet from Wikipedia, which states the same number of confirmed exoplanets. Additionally, the information is consistent with the general understanding of ongoing discoveries of exoplanets.","How many confirmed exoplanets are there as of March 7, 2024?","{'Explanation:': 'According to the information from Wikipedia, as of March 7, 2024, there are 5,595 confirmed exoplanets in 4,155 planetary systems. This number may have changed since then, but it provides a recent count.', 'Answer:': 'As of March 7, 2024, there are 5,595 confirmed exoplanets.', 'Source:': 'Lists of exoplanets - Wikipedia (https://en.wikipedia.org/wiki/Lists_of_exoplanets)', 'Premise of the Question:': 'Valid'}",0.762710035,Correct,2024,one-hop,fast-changing,FALSE
377,Who is the richest man on earth?,Bernard Arnault,Jeff Bezos,"Jeff Bezos has recently reclaimed the title of the richest person on Earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index.","Jeff Bezos has recently reclaimed the title of the richest person on Earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index.","Jeff Bezos has recently reclaimed the title of the richest person on Earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index. This is plausible given the related questions about Jeff Bezos and Elon Musk's wealth status, which indicate a shift in their rankings. Additionally, it aligns with the general knowledge that these two individuals are prominent figures in the business world and have fluctuated in their positions on the list of the richest people.","Who has recently reclaimed the title of the richest person on Earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index?","{'Explanation:': 'Jeff Bezos has recently reclaimed the title of the richest person on Earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index.', 'Answer:': 'Jeff Bezos', 'Source:': 'AWBI - Top 10 Richest Men In The World 2024', 'Premise of the Question:': 'Valid'}",0.828218937,Incorrect,2024,one-hop,fast-changing,FALSE
378,Who is the most recent NBA player to score 60 or more points in a single game?,Stephen Curry,Luka Doncic,"The most recent NBA player to score 60 or more points in a single game is Luka Doncic, who scored exactly 60 points on December 27, 2022, at Madison Square Garden.","The conclusion is plausible as Luka Doncic scored 60 points in an NBA game on December 27, 2022.","Luka Doncic's achievement of scoring 60 points in an NBA game is consistent with the information provided in the answer box, which confirms that he scored exactly 60 points on December 27, 2022. This aligns with our general knowledge of NBA player performances.","Which NBA player scored 60 points in a game on December 27, 2022?","{'Explanation:': 'The most recent NBA player to score 60 or more points in a single game is Luka Doncic, who scored exactly 60 points on December 27, 2022, at Madison Square Garden.', 'Answer:': 'Luka Doncic', 'Source:': 'NBA Single Game Point Record - Dunkest (https://www.dunkest.com/nba-single-game-point-record)', 'Premise of the Question:': 'Valid'}",0.900704265,Incorrect,2024,one-hop,fast-changing,FALSE
379,What is the base price of a Tesla Model Y long-range?,"$48,990","The base price of a Tesla Model Y long-range is $44,630.","The base price of a Tesla Model Y long-range is $44,630 according to the information provided in the organic result from the 2024 Tesla Model Y Review, Pricing, and Specs. This price may vary depending on the trim and options chosen.","The base price of a Tesla Model Y long-range is $44,630.","The conclusion is plausible because the organic result states that the price of the 2024 Tesla Model Y starts at $44,630, which aligns with the conclusion derived from the observation. Additionally, the snippet provides information about the price range depending on the trim and options, supporting the credibility of the conclusion.",What is the starting price of the 2024 Tesla Model Y long-range?,"{'Explanation:': 'The base price of a Tesla Model Y long-range is $44,630 according to the information provided in the organic result from the 2024 Tesla Model Y Review, Pricing, and Specs. This price may vary depending on the trim and options chosen.', 'Answer:': 'The base price of a Tesla Model Y long-range is $44,630.', 'Source:': '2024 Tesla Model Y Review, Pricing, and Specs (https://www.caranddriver.com/tesla/model-y)', 'Premise of the Question:': 'Valid'}",0.90995723,Incorrect,2024,one-hop,fast-changing,FALSE
380,How many goals has Erling Haaland scored in the UEFA Champion League?,41 goals,Erling Haaland has scored 41 goals in the UEFA Champions League.,"Erling Haaland has scored 41 goals in the UEFA Champions League in just 37 appearances, as per the provided information.",The conclusion that Erling Haaland has scored 41 goals in the UEFA Champions League is highly plausible.,"Erling Haaland's exceptional goal-scoring ability and the specific mention of his 41 goals in the UEFA Champions League in the provided information strongly support the conclusion. Additionally, the absence of conflicting information or alternative explanations further enhances the credibility of the conclusion.",How many goals has Erling Haaland scored in the UEFA Champions League?,"{'Explanation:': 'Erling Haaland has scored 41 goals in the UEFA Champions League in just 37 appearances, as per the provided information.', 'Answer:': 'Erling Haaland has scored 41 goals in the UEFA Champions League.', 'Source:': ""{'QueryID': '380', 'answer_box': [{'name': '41 goals', 'snippet': 'How many Champions League goals has Haaland scored? Erling Haaland has scored 41 goals in just 37 UEFA Champions League appearances, rewriting the record books in the process.'}]}"", 'Premise of the Question:': 'Valid. The information provided in the question aligns with the data from the source, indicating a valid premise.'}",0.979044914,Correct,2024,one-hop,fast-changing,FALSE
381,Which team is at the top of the latest Premier League season?,Arsenal,"Arsenal, Liverpool, and Manchester City are at the top of the latest Premier League season.","The latest Premier League season is the 2023/2024 season. According to the provided information, the top three teams in the current Premier League season are Arsenal, Liverpool, and Manchester City.","Arsenal, Liverpool, and Manchester City are likely at the top of the latest Premier League season.",The conclusion is plausible based on the snippet that mentions Arsenal cutting into Liverpool's lead and Manchester City being right on their heels. This suggests that these three teams are likely at the top of the Premier League.,Which teams are leading the current Premier League season?,"{'Explanation:': 'The latest Premier League season is the 2023/2024 season. According to the provided information, the top three teams in the current Premier League season are Arsenal, Liverpool, and Manchester City.', 'Answer:': 'Arsenal, Liverpool, and Manchester City are at the top of the latest Premier League season.', 'Source:': 'Premier League Table, Form Guide & Season Archives (URL: not provided)', 'Premise of the Question:': 'Valid. The question is based on the current status of the Premier League season, and the information provided is consistent with the current standings.'}",0.926356614,Incorrect,2024,one-hop,fast-changing,FALSE
